lo'e nanba cu farvi lo bredi lo te zbasu lo nu co'a mixre lo purmo ce lo matne ce lo sovda ce lo sakta vau ce'o lo nu glare ce'o lo nu satre vo'a lo matne	One makes a standard cake from raw materials by mixing flour, butter, eggs and sugar together, then heating, then greasing the cake with butter, and after that, it is ready.
lo cizra pu va fasnu	There were strange things happening there.
lo ei ba fasnu ba fasnu	Whatever shall be will be.
i mi na se la'u li ro birti lo du'u ro lo se djuno be mi bei lo munje cu fatci	I'm not completely sure that all that I know about the world are actual facts.
gau mi fatri fa lo titla lo verba lo pa mei	I handed out candies to children one candy to each of them.
fau lo nu do djica vau ko cpedu fi mi	If you want, ask me.
fau ro nu do nitcu da vau ko da lebna	Whenever you need something, take it.
fau da'i ro da mi snada	I would succeed anyway.
da'i ma fasnu fau lo nu ro remna no roi sipna	What would happen if humans never slept?
fe ma zvati fa la alis	Where is Alice?
ko vi'i fe'e di'i sombo le gurni	Sow the grain in a line and evenly!
mi pu te vecnu lo pa re fe'i re sovda	I bought half a dozen eggs.
i ca ti mi cliva e'i fe'o	Now I have to leave, have a nice day!
lo djacu za'o febvi	The water is already boiling.
lo djacu cu fegli lo ka se panci ma kau	The water has an ugly smell.
mi ba volta de'i li cy fei	I will return at 11 o'clock.
lo protoni cu femti lo mitre be li ji'i pa pi xa boi lo ka klani ma kau	A proton has a size of about 1.6 femtometres.
mi fendi lo najnimre ci spisa	I divide the orange into three pieces.
ra pu fengu mi lo ka pu na klama	She was angry with me for not coming.
lo tcini cu fenki	The situation is crazy.
lo ka fengu cu klesi lo ka jai fenki	Anger is a form of madness.
da fenra lo bitmu	There is a crack in the wall.
le nixli pu fenso lo bukpu lo jesni lo cilta	The girl sewed pieces of cloth using a needle and a thread.
le penbi cu fepni li mu no lo ropno	The pen costs 50 eurocents.
ro da pu sanga se rai lo ka pilno lo fepri be vo'a	Everybody sang at the top of their lungs.
lo vi tumla cu ferti lo ka te crepu lo vanjba	This land is fertile for reaping grapes.
lo vi fetsi cu ferti lo ka se tarbi	This female is fertile for conception.
ko bevri lo festi be lo grute lo klaji	Take the fruit scraps to the street.
ti fetsi lo finpe lo ka se ganti ma kau	This fish is female in having a certain kind of gonads.
mi dunda fe ti fi do	I give this to you.
mi mo'u klama fi le tsani	I came from the sky.
lu do klama fi'a le zdani li'u lu fi li'u	"Are you going home, from home or?" "From home."
fi'i lo vitke be lo mi'a zdani	Welcome to our house.
do le'o co'e vi lo mi zdani fi'i nai	How dare you show up near my house, go away!
le mlatu pu plipe fi'o suksa	The cat jumped quickly.
le nabmi cu nandu fi'o jinvi so'i prenu	The problem is difficult according to many people.
re fi'u ci lo prenu na kakne lo ka limna	Two thirds of people can't swim.
fi'u re lo mlatu cu zabna	Half of the cats are nice.
lo ni clani fe'i lo ni ganra cu du li fi'u	The length is in golden ratio to the length.
mi nelci lo vi crino figre	I like these green figs.
mi nelci lo ka kalte lo finpe	I like fishing.
mi pu finti lo lisri lo ka jai gau zdile le verba vau lo se vedli be mi	I created a story out of my real experience to amuse the child.
ko sisti lo ka firca lo mi mensi lo ka benji lo se dunda ri	Stop flirting with my sister by sending her gifts.
lo flalu be lo ka na ralte lo gerku bei ro se zdani cu cizra	The law specifying that no citizen should keep a dog is crazy.
lo sance be lo flani cu jai pluka	The flute has a pleasant sound.
lo spisa be lo flaume torta ije uo mi ba'o xagji	A piece of a plum cake, and, voilà, I'm no longer hungry.
ti flecu lo condi lo lalxu lo galtu krasi pe bu'u loi cmana	This is a current in a deep bed running towards a lake from high springheads in the mountains.
mi za'u re'u fliba lo cipra	I failed the test again.
lo se troci pu se fliba	The attempt failed.
mi fliba lo ka tolcri le penbi	I can't find the pen.
u'e melbi flira ra	What a nice face she has!
ra pu minde mi lo ka lumci lo flira be mi	He told me to wash my face.
lo se flora poi do viska cu rozgu	This flower is a rose.
ti flu'ente lo lalxu lo galtu krasi pe bu'u loi cmana lo condi	This is a current in a deep bed running towards a lake from high springheads in the mountains.
lo flu'ente pe lo bu'u tcadu cu carmi	The traffic in this city is intense.
lo mi nazbi cu ve flu'ente	I have a runny nose.
le cmana mo'u se flu'ente lo glare	The mountain erupted jetting hot matter.
mi pu ciksi fe lo nu mi pu na zvati vau fo lo nu mi pu bilma	I explained that I was absent because I was ill.
mi vreta bu'u lo foldi be lo flora	I'm lying on a flower field.
lo glare pu ru'i cupra lo fonmo be lo djacu bei lo gapci	The heat was producing bubbles of gas in the water.
ti fonxa lo skori e nai lo te cradi	This is a landline phone, not a radiophone.
ti forca lo nu jukpa vau ci da lo mudri	This is a wooden fork for cooking with three tines.
lo fragari cu je'a titla	Strawberries are really sweet.
xu do se bangu lo fraso	Do you speak French?
ko fraxu mi lo ka jai lerci	Forgive me for being late.
mi frica do lo ka nelci ma kau	You and I differ from each other in what we like.
au mi viska lo friko xanto	I want to see African elephants.
lo vi karce cu jai frili fai lo ka se sazri	This car is easy to handle.
na pu frili mi fa lo nu tolcri lo ckiku	It wasn't easy for me to find the keys.
li re frinu li bi li vo	2 = 8 / 2.
mi pu friti fi le mamta fe lo ka sidju lo verba lo ka klama lo cnita	I offered the mother to help the child to go down.
ra pu frumu ca lo ka catlu mi	He frowned looking at me.
mi ba benji lo xatra fu lo kibro	I will send the letter via the internet.
fu'au mi se permite fi lo ka dasni lo tordu skaci	Luckily, I'm allowed to wear a short skirt.
do ca zvati lo zdani fu'au dai	You are now at home, lucky you.
fu'au nai lo vi dacti na mutce da'i lo ka plixau	Unluckily, this thing wouldn't be of big help.
fu'au nai no da pu ganse lo nu le ninmu ba'o kansa mi'a	Unluckily, no one noticed that she was no longer with us.
mi viska lo fu'e ia cizra zdani fu'o ponse	I can see an owner of what I believe is a strange house.
mi ca klama lo drata tcadu fu'e ta'o de'i li jy dy re te zu'e lo ka viska loi mi rirni fu'o	I am going to another city (on Tuesday, by the way, to visit my parents).
e'e fu'i mi cpare le cmana	I can easily climb the mountain, I can go for it!
ui fu'i nai mi tsuku lo korbi be le tcadu	Yay, that was hard but now I'm at the edge of the city.
mi ralte lo fukpi be lo vi pixra bei lo jubme bukpu bei lo nu prina	I have a printed copy of this picture made as a tablecloth.
lo sefta be lo djacu cu se fulta lo morsi pezli	Dead leaves float on the surface of the water.
mi se funca lo ka se jundi ro da	I'm lucky in that everybody listens to me.
pa perli mo'u fusra	There is one pear and it is rotten.
la alis pu jai se facki fai lo ka na fuzme lo zekri vau le kamni	Alice was found not responsible for the crime by the committee.
ga mi citka gi mi kelci	I either eat or play, or do both.
ga'a mi ca cerni	To me it's morning now.
do nitcu ma doi pikci ga'i	What do you need, you beggar?
mi ro do ga'i cu'i tavla	I'm talking to you, my peers.
e'o doi turni ko sidju mi'a ga'i nai sai	Please, governor, help us, worthless people.
pu bumru ga'u lo lalxu	There was mist over the river.
lo snime cu gacri lo dertu	Snow covers the ground.
zo le gadri lu nu dansu li'u	"le" is a gadri.
mi citka de'i li cy gai	I eat at noon (12 o'clock).
le mamta pu galfi lo rectu ce lo nanba lo pluka snuji	Mother turned the meat and the bread into lovely sandwiches.
ju'o le ninmu ba galfi la kevin lo speni be vo'a	I'm sure she will make Kevin her spouse.
lo lenku brife pu galfi lo pezli lo bunre	The cold wind turned the leaves brown.
lo cipni cu galtu mi	The bird is high compared to me.
da'i lo djacu cu xamgu lo galxe be do	Water would be fine for your throat.
lo vorme cu ganlo lo nenri lo fange	The door is closed not letting the strangers in.
le tricu cu ganra lo ka se midju	The tree is thick in the middle.
mi ganse lo nu ti cpina vau lo ka smaka ri	I sense it being irritating by tasting it.
lo xanto cu se ganti lo barda lo nakni	Male elephants have large testicles.
le mikce pu kucli tu'a lo nabmi pe lo ganxo be le nanmu	The doctor was curious about the problem with the anus of the man.
le turni pu ganzu lo ruble prenu lo vlipa jenmi lo ka bapli lo nu le jenmi cu zukte lo te minde	He turned weak people into a powerful army by making them execute orders.
lo vi karce cu se livla lo gapci	This car is powered by gas.
lo solri ca gapru mi	The Sun is now above me.
ti garna lo xance	This is a handrail.
do pu gasnu lo nu mi klaku	You made me cry.
lo balre be lo vi dakfu cu gasta	The blade of this knife is made of steel.
ba gau mi do cliva	I will make you leave.
mi pu jai gau citka fai lo verba	I fed the child.
mi ge citka lo torta gi pinxe lo jisra	I both eat the cake and drink some juice.
ge'e lo mi mlatu mo'u se jbena pa no da	Well, my cat has given birth to ten kittens.
lu do ge'i citka lo torta gi pinxe lo jisra li'u lu ge li'u	"What connective of GA series matches your situation: you eat a cake, you drink some juice?" "I do both."
lo vi spati cu se genja lo clani	This plant has long roots.
mi pu kavbu lo finpe lo genxu	I caught a fish with a hook.
mi jai gau citka fa lo mi gerku re roi ro djedi	I feed my dog twice a day.
lo du'u lo gadri cu lidne lo selbri cu gerna la lojban lo sumti	That gadri precede selbri is the grammar of Lojban for sumti.
ge do gi mi nelci lo perli	Both you and I like pears.
mi citka gi'a sanga	I do at least one of the following: I drink and I sing. I drink or I sing.
ai mi lumci lo kumfa gi'e jukpa lo torta	I'm going to clean the room and cook a cake.
mi tavla bau la lojban gi'e nai certu	I speak Lojban but I'm not an expert.
do klama gi'i stali	Are you going or staying?
i ro da ka'e prenu gi'o ka'e tavla	Everyone either can be a person and can talk, or have none of that.
mi citka gi'u sanga	I eat (whether or not I sing).
ra gidva mi lo ka tadni la lojban	He guides me in studying Lojban.
lo vi tcana cu gigdo lo bitni lo ka benji ca ro snidu	This network station sends 1 gigabit of data per second.
mi'ai pu zbasu lo ginka pe bu'u lo lalxu	We made camp near the lake.
mi'ai pu se ginka ca lo jeftu	We camped there for a week.
mi cmima lo girzu be lo ka tadni la lojban	I am a member of a group of those who learn Lojban.
zo zgana gismu	"zgana" is a gismu (root verb).
lo tcati cu glare	The tea is hot.
mi gleki lo nu do jinga	I am happy that you won.
ko na gletu ra mu'i po'o lo nu do djica	Don't have sex with her just because you want to.
mi traduki lo vi uenzi lo glico	I'm translating this text to English.
lo gluta pu jai gau stodi fai lo xance be ra lo ka mligla	The gloves kept her hands warm.
go la alis ba lumci lo kumfa gi la kevin cu sidju la alis	Alice will clean a room if, and only if, Kevin helps her.
au mi ne ka'ai do zgana lo cnino skina i ku'i za'a do ca zukcfu so'i da i ca ma mi'o ka'e go'a	I'd like to watch a new movie with you. But as I can see you are very busy now. When can we do that?
au mi penmi do i xu lo nu go'i cu cumki	I'd like to meet you. Is this possible?
sa'u mi pu jinvi lo nu go'o i do mutce lo ka tatpi	I simply thought this: you are very tired.
lo protoni cu gocti lo grake be li ji'i pa pi ze bei lo ka tilju	Proton is approximately 1.7 Yoctogram.
i'a da goi ko'a dinju	Okay, so there is a house, let's call it "ko'a" from now on.
ko'a simlu lo ka zarci i je lo so'i prenu ta'e klama lo nenri ce'o bartu i ji'a cinri fa lo nu pa canko be ko'a cu spofu	ko'a looks like a store, many people go in and out. In addition, it's interesting that there is a window in ko'a that is broken.
lo terdi cu gotro lo grake be li ji'i pa ki'o boi lo ka tilju	The mass of the Earth is approximately 6000 Yottagram.
lo centi be lo mitre cu gradu lo ka mitre vau lo ka te sepli	Centimeter is a unit on metric scale, which measures distance.
lei plise cu grake li pa ki'o	The apples are 1 kilogram in weight.
ra pu jgari lo grana	He was holding a rod.
ko punji lo so'o grasu lo xislu	Put some grease on the wheel.
ri se savru	It squeaks.
ti gredile ci pinta ce re sraji	It's a grid with three horizontal and two vertical lines.
lo greku be le bitmu cu mudri	The frame of the fence is wooden.
ca lo nicte ro mlatu cu grusi	At night, all cats are grey.
lo pa vi grute be lo plise cu crino	This apple fruit is green.
la alis cu gu stati gi melbi	Alice is smart whether or not she is beautiful.
le nu litru ba gu'a clani gi ckape	The journey will be dangerous or long.
ca pa djedi mi ba gu'e badri gi gleki da	One day there will be something so that I will be both sad and happy about.
lu do gu'i citka gi pinxe li'u lu ge li'u	"Do you eat or drink?" "Both."
ai mi te vecnu lo gu'o cnino gi kargu karce	I'm going to buy an expensive car if and only if it is new.
ai mi te vecnu lo gu'u kargu gi cnino karce	I'm going to buy a new car whether or not it is expensive.
lo panka cu gubni lo prenu	The park is public and open to people.
ti gugde lo cilce prenu lo na'e barda	This is a country of wild people covering not a big territory.
lo vi gumri cu vindu lo remna	This mushroom is poisonous to humans.
lo gundi be lo taxfu be lo ka macnu se cupra cu carmi lo ka farvi	The industry of producing handmade dresses is developing.
mi se cuntu lo gundi be lo zgike	I am involved in music industry.
mi gunka lo ka tadni la lojban vau lo ka sutra tavla bau la lojban	I'm working on learning Lojban in order to quickly talk in it.
lo gunma be lo prenu ca'o sruri le dinju	The crowd of people is surrounding the building.
i ba bo le verba co'a gunro lo salpo mo'i ni'a fi lo cutne	And then the child started rolling down the slope rotating around his chest.
mi ca'o gunro lo vacri	I am spinning in the air.
ju'i do ci gunse ca'o limna lo lalxu	Hey, look, three geese are swimming in the lake.
loi ratcu ca'o gunta le dinju lo ka cpacu lo gurni	Rats are attacking the building to get the grain.
mi vi ku ralte lo gurni be lo zumri	I keep here maize grain.
mi pu guska lo skapi lo mi cidni	I scraped the skin of my knees.
lo fagri pu te gusni le kevna lo xunre	The fire illuminated the cave with red light.
banli gusta	Nice restaurant.
bu'u lo xotli da gusta lo kukte lo vitke be le xotli	In the hotel there is a restaurant serving tasty food to guests of the hotel.
le jubme cu gutci li re lo ka mitre	The table is two meters in size.
lo gutra be lo mi mamta pu se vimcu	My mother had uterus removed.
da vi fasnu i je lo nu da mo kau cu na klina	Something is happening here, and what it is isn't exactly clear.
i'a mi ba denpa	Okay, I will wait.
i'a mi na certu	Well, I'm not an expert.
lo danfu i'a nai cu ei drata	No, the solution doesn't satisfy me, it should be different.
i'e do pu gunka lo vajni	Very good! You did an important work.
i'e cu'i do pu tsuku ca lo se tcika	Well, okay, you arrived on time.
i'e nai do jai lerci	Oy, you are late.
i'i do badri doi pendo	You are sad, I know that feeling, bro.
i'i nai mi zukte lo na me do moi	It's your problems, I'm not doing your work.
i'o do je'a pendo	Ah, you're a true friend.
i'o nai do ro roi se funca lo zabna	Mmm, you are always lucky.
coi i'u	Greetings, old friend.
i'u lo vi plise cu kukte	Yes, these apples are sweet.
ti i'u nai xotli	It's some hotel.
ia drani	I believe that's correct.
mi viska lo ponse be ia lo blanu zdani	I see an owner of what I believe to be a blue house.
ia cu'i le prenu cu catra	Allegedly, he is the murderer.
ia nai le prenu cu stace mi	I don't believe, he is frank with me.
ie la kevin ka'e pu zvati ti	Yes, Alice could be here.
le danlu cu morsi ie nai	No, I don't agree that the animal is dead.
ii da klama	Eek, there is someone coming!
ii nai le djacu na ba kuspe mi'o	The water won't reach us.
lo nu zgipli cu incipe lo se tigni	Playing music is the initial part of the performance.
i mi bilma fi lo influ'enza	I 've got the flu.
lo info be lo nu vofli cu vajni mi	The information about flights is important to me.
lo ka gasnu lo zekri cu info le nanmu lo ka zgana lo se zukte be ce'u	That he is a criminal is the information about the man collected by monitoring his actions.
mi se cinri lo ka tadni lo insekto	I am interested in studying insects.
lo ka facki lo du'u ma kau drani cu intele lo panzi be mi	The ability to determine who is right is the sign of high intellect of my child.
ko io jersi mi	This way, Sir!
ko io nai ti klama	Get your asses over here!
la tom cu irci la'o .net.#lojban.net. la'o gy.freenode.gy	Tom chats in IRC channel #lojban of freenode network.
da'i mi stali	I'd love to stay.
do iu nai na pu sidju mi	You didn't help me, hate you!
cakla iu nai	I hate chocolate.
ba'a le tanxe cu barda ja tilju	I expect the box to be big or heavy (at least one of the two characteristics).
mi ja'a jimpe	I do understand.
la alis pu ku sinma ja'a gi'e nai sidju vau mi	Alice did respect me but didn't help me.
ui ja'ai	Yay indeed!
mi pu citka se pi'o ja'ai lo forca	I ate indeed using a fork.
mi djica na gi'e ja'ai bredi	I don't want but I'm ready.
i ja'e bo mi pu bilga lo ka volta	Therefore, I had to return.
mi pu tatpi i ja'e bo mi co'a sipna	I was so tired that I fell asleep.
ja'o do merko	Then, you must be an American.
ja'o do na nelci lo birje	So, you don't like beer.
do jabre lo nu mi gunka vau lo ka ru'i tavla	You slow my work down by your constant talk.
lo tarci cu jadni lo tsani	Stars decorate the sky.
lei ckiku cu jai nandu fai lo ka se tolcri i va'i lo nu tolcri lei ckiku cu nandu	The keys are hard to find. In other words, to find the keys is difficult.
mi jai gau farvi fai lo proga i va'i gau mi lo proga cu farvi	I develop a program. In other words, with me as the agent the program develops.
le jakne ba klama fi le terdi fe le lunra	The rocket will go from the Earth to the Moon.
lo snuti pu se jalge lo nu le nakni pu na jundi	The accident happened because he hadn't been careful.
lo cizra pu jalge	There ensued something strange.
ta'i ma jukpa lo rismi se pi'o nai lo jalna	How to cook rice without starch?
lo jamfu be mi cu lenku	My feet are cold.
la alis ce la meilis pu jamna zu'ai lo du'u jdice lo du'u ma kau traji lo ka melbi vau lo me vo'a	Alice and Mei Lee were at war with each other in deciding who was prettier among them.
mi pu tirna lo janbe be lo cladu	I heard a loud bell ringing.
lo anka cu janco lo tuple ce lo cutne	Ankle is a joint between chest and leg.
mi co'i janli lo pa pendo be mi bu'u lo klaji	I bumped into a friend of mine in the street.
mi jansu lo mi gugde lo ka du lo prenu poi jdice vau fau lo nu casnu lo nu lebna lo ctile	I represented my country in discussions on getting oil as a person that takes decisions.
ti jatna lo grute lo mi kagni lo te vecnu pe lo drata gugde	This is a bill for the fruits issued to my company by customers from another country.
mi se zdani lo jarbu be la london	I live in the suburbs of London.
fi mi'a fa la alis cu jarco lo ka stati	To us Alice appeared to be smart.
la kevin cu jarco lo ka gidva	Kevin acts as a guide.
le dargu cu jarki lo ka se pagbu ti	The road is narrow here.
e'o lo jaspu be do	Your passport, please.
ti jaspu mi lo jecta lo ka klama la nipon	This is my passport issued by the state allowing me to go to Japan.
lo jatna be lo mi'o kamni cu jinvi ma	What does the commander of our committee think?
e'u mi'o zu'ai penmi de'i li cy jau	Let's meet at 1pm.
mi te javni lo ka co'u tavla gi'e co'a jundi	I should stop talking and start listening in order to learn.
e'u zukte lo javni be lo ka di'i retsku	I suggest you follow the rule or regularly asking questions.
lo jbama be lo djacu cu se pilno mi'a lo ka jai gau sisti lo nu fagri	Water bombs are used by us to stop fire.
mi pu citka so'o lo jbari be lo fragari	I ate several strawberries.
le speni be mi mo'u se jbena lo tixnu	My wife gave birth to a daughter.
e'a pei mi jbera lo vi penbi do	May I borrow this pen from you?
mi ba te jbera lo karce do	I will lend you a car.
la alis cu jbini li re no ce li ci no lo ka jai nanca ce'u	Alice is between 20 and 30 years old.
ju'i lo jbopre do se zdani ma	Hey, Lojbanist! Where do you live?
lo cilmo mudri cu jdari lo ka jelca	Wet wood is resistant to burning.
mi mo'u jdice lo du'u ei mi'a stali	I decided that we need to stay.
xu do jdice lo ka jai se kufra vau lo do zdani	Have you decided that your home is comfortable?
mi'a zanru lo se jdice be le kamni	We welcome the decision of the committee.
lo prenu pu jdika lo ka gunma vau lo ci mei	People decreased in number by three persons.
ma jdima ti fo do	What is your price for this?
lo rupnu be li ci cu jdima lo ka sazri lo se kelci karce vau lo verba lo ponse be lo karce	Three dollars is the price of riding a toy car for children set by the owner of the car.
xu ti du lo pe do jdini	Is this your money?
lo jdini be loi merko turni ba se pilno fi lo nu sidju lo pindi	Money issued by the American government will be used to help the poor.
lo jduli be lo vanjba se rai se nelci mi	I like grape jelly best.
do pu je ca je ba pendo mi	You were, are and will be my friend.
do je'a stati doi loi prenu	You are really smart, people.
lei grute cu se tasta lo je'a rigni	The fruits are indeed disgusting in taste.
lu do je'ai nelci lo gerku li'u lu to'e li'u	"You like/dislike dogs?" "I hate them."
lu ki'e do li'u lu je'e do li'u	"Thank you!" "You are welcome!"
do ba'o je'i pu'o citka	Have you eaten yet or are you only about to eat?
je'u do stati prenu	Truly, you are a smart person.
lo purdi je'u nai cu se ponse lo za'u cizra prenu	This "garden" (which is in fact not a garden) is owed by some weird people.
xu do kansa mi'a i je'u nai	Are you with us? No.
lo nu claxu loi pa turni cu jecta lo vi tutra	Not having a single government is the political system of this area.
mi'o ba volta ti za lo jeftu be li re	We'll return here in two weeks.
xu do se lijda lo jegvo	Do you belong to an Abrahamic religion?
le mudri cu jelca	The wood is burning.
lo nixli pu tolcri lo rokci noi ba ku jai se facki fai lo ka jemna	A girl found a stone that later was turned out to be a gem.
lo ka ka'e tsuku lo drata gugde pu jenca le fetsi	It shocked her that she could get to another country.
lo jendu be lo re xislu cu mudri	The axle of the two wheels is wooden.
ti jenmi lo vi gugde lo ka jai gau co'u fagri	This is an army of firefighters of this country.
do jerna lo ka se sinma vau lo ka carmi gunka	You are worth being respected for your hard work.
mi pu jerna lo rupnu be li pa no no lo ka lumci loi palta	I earned 100 dollars for washing the dishes.
loi gerku cu jersi lo pa lorxu	Dogs are in pursuit of a fox.
e'o do jersi mi	Please, follow me.
gau mi tunta fa lo mi tamji lo jesni	I pricked my thumb with a needle.
lo du'u lo remna cu xendo cu jetnu lo se jinvi lo prije	According to a wise person, it's true that all humans are kind.
u'a la'e di'u se jetnu lo du'u mi drani	Aha, that proves that I am right.
le cipni cu se jgalu lo kinli	The bird has sharp claws.
ti jganu me'o a bu lo mitre be li pi mu gi'e stero be li re	This is an angle from vertex A having the lateral of 0.5 meters and subtending two steradians.
le nakni mo'u co'a jgari lo stedu be la alis se pi'o lo xance be le nakni	He grasped Alice's head with his hand.
ti jgena lo skori	This is a knot of ropes.
xo da jgina lo remna lo ka lo skapi be ce'u cu skari ma kau	How many genes in humans determine the color of skin?
mi jgira lo nu do co'a kakne lo ka zgipli lo pipno	I am proud that you are now able to play the piano.
xu do kakne lo ka zgipli lo jgita be loi ze mei	Can you play a 7-stringed guitar?
do djica tu'a lo ckafi ji lo tcati	Do you want tea or coffee (make a choice)?
mi ji'a je'a nelci	I like it too.
lo xagji cribe cu citka ke ji'a sai lo insekto	A hungry bear will eat even insects.
mi tsali ji'e lo nu mi ka'e lafti lo pipno	I'm strong to the degree that I can lift the piano.
la kevin cu ricfu ji'e lo nu la kevin cu ponse so'i dinju	Kevin is so rich that he owns several houses.
ji'i pa no tadni cu zvati le kumfa	About 10 students are in the room.
zo xagri zo tabra cu jibni lo ka se smuni	The terms "pipe instrument" and "horn" are close in their meanings.
mi se jibri lo ka vecnu lo grute	I have a job as a fruit seller.
xu do se jibri lo ka sampla	Do you have the job of a programmer?
ko jicla lo tcati	Stir the tea.
ko jicla lo stasu co'u lo nu ri febvi	Stir the soup until it boils.
lo logji cu jicmu la lojban	Logic is the foundation of Lojban.
lo tcica cu jicmu ro lo nu jamna	Trickery is the basic of every war.
lo nu zgana gi'e lanli cu jicmu ro lo saske	Monitoring and analysis is the foundation of every science.
mi pu jijnu lo du'u le fetsi cu smusku lo jitfa	I knew intuitively that she was lying.
ra jikca lo so'i prenu gi'e di'i gasnu lo te salci	He is a sociable person interacting with many people and regularly organizing parties.
lo nu frili vecnu cu jikni lo vi tutra	Free market is the economy of this region.
mi pu pinxe lo jikru be lo mraji	I drank an alcoholic drink distilled from rye.
mi pu lumci lo palta se pi'o lo jilka be lo sodna	I washed dishes using soda.
mi pu jilra lo mi bruna lo se frili poi tai ke'a tavla fa ce'u bau la lojban	I envied the ease at which my brother talked in Lojban.
lo jimca be lo za'u vi tricu cu snime blabi	Branches of these trees are snow white.
mi na jimpe zo'ei do	I don't understand you.
mi na jimpe lo smuni be lo se cusku be do	I don't understand the meaning of said by you.
lo vi mokca cu jimte mi lo ka tsuku ma kau	This point is the limit that I can reach.
ti jinci lo pelji	These are scissor for cutting paper.
la alis pu jinga lo ralju lo drata nixli lo nu vi'i ve'u bajra	Alice won the main prize gaining the victory over other girls in a long distant race.
ti jinku lo remna tu'a lo vidru lo ka se setca fi lo ciblu	This a vaccine for human use, it protects against viruses and is to be injected into the blood.
lo vi grana cu jinme i lo slami cu daspo lo jinme	This rod is metallic.
le ba'o tricu pu jinru lo djacu	The stump was immersed in the water.
mi pu jai gau jinsa fai le jubme loi palta	I cleared the table of dishes.
ti jinto lo jinsa djacu	This is a spring of clean water.
mi pu darsi lo ka tugni ra lo se jinvi be ra	I dared to support his opinion.
mi jinvi lo ka na jinga vau la alis lo du'u ri tatpi	I think Alice won't win since she is tired.
le fetsi cu se jinzi lo ka certu lo ka zgipli	She has a natural talent for playing the music.
do se jinzi lo ka badri	You are a boring person.
lo jipci cu nelci lo tsiju	Chickens like seeds.
mi pu pencu lo plise se pi'o lo jipno be lo mi tance	I touched the apple with the tip of my tongue.
lo jipno be lo mi nazbi mo'u dunja	The tip of my nose is frozen.
le mirli cu se jirna lo clani	The deer has long horns.
bu'u ma te vecnu lo jisra be lo grute	Where can one buy fruit juice?
lo du'u le nanla cu se slabu la alis cu jitfa lo du'u le nanla cu kucli lo nu la alis cu mo kau	It's false that the boy is familiar with Alice since he is wondering who she is.
lo be mi jatna cu jitro mi lo ka gunka ti	My boss controls me in working on this.
loi pulji cu jitro lo sruri	The police controls the surroundings.
lo ankabuta cu jivbu lo julne lo se cigla be fi vo'a	Spiders weave nets from secrets of their glands.
la alis pu jivna lo drata nixli lo nu vi'i ve'u bajra vau lo ka cpacu lo jdini	Alice competed with other girls in a long distance race with a monetary prize for the winner.
lo jbopre pu jmaji lo dinju lo vrici gugde	Lojbanists gathered.
pu zdile fa lo ka limna ne'a loi jmifa	It was amusing to swim near the reefs.
le sfofa cu jmina lo ka se kufra vau lo kumfa	The sofa adds comfort to the room.
mi jmina lo so'o crino spati lo nanba lo snuji	I add some greenery to bread getting a sandwich.
le danlu cu jmive lo ka ruble muvdu	The animal is alive since it is weakly moving.
ai mi te vecnu lo karce poi kargu jo cnino	I'm going to buy an expensive car if and only if it is new (or not to buy any cars if they don't satisfy this condition).
mi tavla i jo nai do tavla	Either I talk or you talk.
lu xu le prenu noi sanli ne'a lo va dinju cu ninmu li'u lu jo'a i mi na djuno li'u	"Is the person standing near that building a woman?" "Good question! I don't know! (there is a person standing near the building, the question of whether it's a woman is applicable)."
e'o doi io lo ninmu jo'e lo ctuca ko cliva le kumfa	Respected women and teachers, please, leave the room.
do jo'u mi casnu lo za'u bangu	You together with me discussed languages (not necessarily with each other but just taken as a single entity).
ti du lo sovda joi lo purmo	This is a mass of eggs and flour.
la alis cu jorne lo stizu lo skori	Alice it tied to the chair with a rope.
ko jorne la'e me'o so pa pa	Call 911!
mi ba jorne do ba lo nu mi cliva lo ckule	I will call you after I leave the school.
ei zukte i ju le nanmu cu klama	Let's do it whether or not he comes.
la alis cu jinvi lo du'u ju'a le nakni cu fenki 	Alice has an opinion that the man is crazy, and it is so, I say.
mi ju'e do casnu lo za'u bangu	I discussed languages. You discussed languages.
ju'i lo nixli ma cmene do	Hey, girl, what is your name?
ju'i cu'i sonci	At ease, soldiers.
mi co'a si'u nai jimpe ju'i nai	I understood myself, never mind.
ju'o do pu pensi da	You must have thought of something.
ju'o cu'i le nakni cu zukte xau le fetsi	Maybe, he is doing it for her, I'm not sure.
ju'o nai xu lo tai valsi cu se pilno	Are such words used? I have no idea!
xu da kunti jubme	Is there a free table?
ma judri do lo tcadu	What is your address?
ma judri do lo kibro ve mrilu	What is your e-mail address?
lu i lo mlatu ci pinxe li'u jufra lo danlu la lojban	"i lo mlatu cu pinxe" is a sentence about animals in Lojban language.
le mamta pu jukpa le torta lo ka punji ri lo toknu	Mother cooked the cake by putting it in the oven.
ti julne fi lo finpe	This is a fishing net.
tu julne lo djacu lo rismi	That is a colander that lets the water pass and retains rice.
mi pu jundi lo nu ra pu cusku ma kau	I was attentive at was he was saying.
le fetsi cu jungo lo ka tcila be lo flira be ce'u	The girl is Chinese in her face features.
ti junla lo snidu be li pi mu	This clock measures seconds to the precision of 0.5 seconds.
mi pu jmina lo jimca be lo junpero lo fagri	I added juniper twigs to the fire.
xu do junri lo ka te mukti lo ka cliva lo bu'u gugde	Are you serious in your intent to leave this country?
